OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,AgeinDays,HasName,Hour,Weekday,Month,Year,TimeofDay,IsMix,SimpleBreed,SimpleColor,Intact,Sex,Lifestage
2,15,0,0,640,5,365.0,0,8,5,7,2015,2,1,80,2,1,0,0
4,12,1,3,811,329,90.0,1,17,1,3,2014,0,1,117,27,0,0,1
4,14,0,0,640,139,150.0,0,9,4,9,2015,2,1,80,6,1,0,1
4,12,1,2,383,48,4380.0,1,12,5,3,2015,1,1,55,3,0,1,0
4,12,0,4,640,5,14.0,0,17,4,6,2014,0,1,80,2,2,2,1
4,14,0,1,640,220,365.0,0,9,6,2,2015,2,1,80,16,1,1,0
3,16,1,2,1066,38,2920.0,1,12,1,11,2014,1,1,159,2,0,1,0
0,16,1,3,1066,38,730.0,1,11,1,9,2014,1,1,159,2,0,0,0
4,12,1,1,450,163,120.0,0,12,4,5,2014,1,1,61,7,1,1,1
4,12,0,1,640,220,21.0,0,17,4,10,2014,0,1,80,16,1,1,1
4,12,0,0,637,111,365.0,1,14,3,7,2014,1,1,79,4,1,0,0
4,14,0,0,632,63,730.0,0,9,3,9,2015,2,1,78,3,1,0,0
0,16,1,2,559,250,365.0,1,17,7,8,2014,0,1,70,18,0,1,0
4,12,1,2,298,38,1825.0,0,17,1,10,2013,0,1,41,2,0,1,0
0,16,0,3,640,111,300.0,0,18,4,9,2014,0,1,80,4,0,0,1
3,16,1,2,696,254,2190.0,1,17,7,10,2015,0,1,98,20,0,1,0
2,3,1,2,847,5,730.0,1,14,3,11,2013,1,1,124,2,0,1,0
4,12,0,3,640,38,2555.0,1,14,3,11,2014,1,1,80,2,0,0,0
4,12,1,0,687,86,30.0,0,13,2,9,2014,1,0,95,3,1,0,1
0,16,1,3,1291,86,1095.0,1,17,7,8,2015,0,1,196,3,0,0,0
3,16,1,3,1066,165,1460.0,1,13,3,1,2016,1,1,159,7,0,0,0
0,6,0,2,639,104,365.0,1,10,4,12,2015,2,0,80,4,0,1,0
0,16,1,2,450,289,2190.0,1,15,6,6,2014,1,1,61,23,0,1,0
4,12,1,2,1066,289,1460.0,1,17,1,4,2015,0,1,159,23,0,1,0
0,16,1,2,450,130,1095.0,1,19,7,2,2014,0,1,61,4,0,1,0
4,12,1,3,1255,320,730.0,1,17,4,11,2014,0,1,185,27,0,0,0
0,6,0,3,632,38,60.0,1,14,2,9,2014,1,1,78,2,0,0,1
4,12,1,1,847,38,60.0,0,19,4,1,2014,0,1,124,2,1,1,1
3,16,1,3,847,150,730.0,1,17,3,3,2015,0,1,124,7,0,0,0
4,12,1,2,1236,329,1825.0,1,11,2,10,2014,1,1,183,27,0,1,0
4,12,1,1,125,37,730.0,1,13,1,4,2015,1,1,17,2,1,1,0
0,16,0,3,640,296,60.0,1,16,5,11,2014,0,1,80,25,0,0,1
0,16,1,3,1066,38,730.0,1,19,4,10,2014,0,1,159,2,0,0,0
3,16,1,2,1267,31,3285.0,1,19,3,10,2013,0,1,187,2,0,1,0
4,12,1,3,1146,88,1095.0,1,12,1,7,2015,1,1,167,4,0,0,0
1,7,0,1,640,5,1.0,0,11,4,10,2013,1,1,80,2,1,1,1
0,16,1,2,696,128,1825.0,1,13,1,6,2014,1,1,98,4,0,1,0
0,16,1,3,112,38,730.0,1,16,7,7,2015,0,1,16,2,0,0,0
2,15,1,1,1324,307,2555.0,0,13,6,7,2015,1,1,208,26,1,1,0
4,12,0,2,640,38,730.0,1,15,6,10,2013,1,1,80,2,0,1,0
1,5,0,4,637,38,365.0,0,10,3,6,2014,2,1,79,2,2,2,0
0,16,1,3,881,5,365.0,1,18,1,11,2013,0,0,124,2,0,0,0
4,14,0,1,637,216,120.0,0,9,6,1,2015,2,1,79,16,1,1,1
0,16,1,3,559,36,1095.0,1,17,6,8,2014,0,1,70,2,0,0,0
4,14,0,4,640,220,730.0,0,9,2,7,2014,2,1,80,16,2,2,0
3,16,1,2,298,98,730.0,1,17,2,12,2013,0,1,41,4,0,1,0
0,16,0,2,640,5,60.0,1,16,6,9,2014,0,1,80,2,0,1,1
3,16,1,2,307,130,1095.0,1,11,6,12,2014,1,1,42,4,0,1,0
0,16,1,3,538,307,120.0,1,17,1,8,2014,0,1,67,26,0,0,1
0,16,1,3,1116,289,300.0,1,17,1,10,2014,0,1,163,23,0,0,1
0,16,1,2,1014,88,730.0,1,18,1,6,2015,0,1,144,4,0,1,0
0,6,0,3,640,38,60.0,1,11,7,8,2014,1,1,80,2,0,0,1
4,12,0,1,640,38,90.0,0,14,2,5,2015,1,1,80,2,1,1,1
0,16,1,3,1265,272,1460.0,1,17,6,3,2015,0,1,186,22,0,0,0
4,12,0,2,640,216,730.0,1,14,5,4,2015,1,1,80,16,0,1,0
4,12,1,1,696,274,30.0,1,9,5,9,2015,2,1,98,23,1,1,1
3,16,1,3,4,252,2190.0,1,11,2,9,2014,1,1,3,20,0,0,0
0,16,0,2,640,167,90.0,1,12,7,7,2014,1,1,80,8,0,1,1
0,16,0,3,640,38,60.0,1,13,7,3,2015,1,1,80,2,0,0,1
0,16,1,3,1066,86,730.0,1,17,4,9,2015,0,1,159,3,0,0,0
0,16,0,3,637,139,365.0,1,15,5,12,2013,1,1,79,6,0,0,0
0,6,0,2,640,38,60.0,1,13,7,6,2015,1,1,80,2,0,1,1
4,12,1,2,559,38,2190.0,1,17,5,1,2015,0,1,70,2,0,1,0
4,12,1,1,763,318,60.0,1,16,7,3,2015,0,0,104,27,1,1,1
0,16,0,3,640,296,60.0,1,18,1,6,2014,0,1,80,25,0,0,1
0,16,1,2,214,88,365.0,1,18,4,1,2016,0,1,33,4,0,1,0
0,16,1,2,1066,86,1095.0,1,16,7,5,2015,0,1,159,3,0,1,0
2,13,0,1,640,41,365.0,0,15,3,11,2015,1,1,80,3,1,1,0
0,6,1,2,1223,38,1095.0,1,17,2,3,2015,0,0,181,2,0,1,0
0,16,1,3,504,226,2920.0,1,13,4,5,2014,1,1,64,18,0,0,0
4,12,0,3,640,318,1095.0,1,12,2,6,2014,1,1,80,27,0,0,0
0,16,1,2,559,274,730.0,1,18,1,8,2014,0,1,70,23,0,1,0
0,16,1,3,923,318,1825.0,1,13,1,3,2014,1,0,130,27,0,0,0
4,12,0,4,640,104,7.0,0,11,6,7,2014,1,1,80,4,2,2,1
4,12,1,0,1235,38,730.0,1,11,6,1,2014,1,0,183,2,1,0,0
4,12,0,1,632,220,730.0,1,13,7,5,2014,1,1,78,16,1,1,0
0,16,1,3,450,130,90.0,1,18,5,8,2015,0,1,61,4,0,0,1
3,16,1,2,847,38,3650.0,1,11,3,4,2014,1,1,124,2,0,1,0
4,12,0,2,637,38,730.0,1,13,5,12,2015,1,1,79,2,0,1,0
3,16,1,1,948,5,365.0,1,19,6,4,2014,0,1,133,2,1,1,0
0,6,1,3,450,320,730.0,1,7,5,5,2015,2,1,61,27,0,0,0
0,16,1,2,227,36,180.0,1,17,2,12,2014,0,1,32,2,0,1,1
4,12,0,2,640,38,2920.0,1,16,6,3,2015,0,1,80,2,0,1,0
2,15,0,2,637,5,730.0,1,13,2,6,2015,1,1,79,2,0,1,0
2,15,1,0,450,88,2190.0,0,11,6,3,2014,1,1,61,4,1,0,0
0,16,1,2,979,318,3285.0,1,11,2,12,2014,1,0,137,27,0,1,0
0,11,0,2,640,63,90.0,1,18,6,2,2014,0,1,80,3,0,1,1
0,16,1,2,1066,86,1095.0,1,17,2,8,2015,0,1,159,3,0,1,0
3,16,0,3,640,296,730.0,1,15,7,11,2013,1,1,80,25,0,0,0
0,16,1,2,1232,329,365.0,1,18,1,4,2015,0,1,182,27,0,1,0
4,14,0,1,640,104,120.0,0,18,3,11,2014,0,1,80,4,1,1,1
4,12,0,0,640,104,28.0,0,14,5,6,2015,1,1,80,4,1,0,1
2,15,1,1,561,114,120.0,1,18,3,1,2015,0,1,72,4,1,1,1
4,12,0,1,640,220,21.0,0,10,6,6,2015,2,1,80,16,1,1,1
3,16,1,2,450,318,2190.0,1,18,5,6,2015,0,1,61,27,0,1,0
0,16,1,2,1048,307,1460.0,1,13,7,12,2014,1,0,155,26,0,1,0
4,12,0,0,640,38,14.0,0,14,2,9,2015,1,1,80,2,1,0,1
0,6,0,3,640,86,30.0,1,8,7,5,2015,2,1,80,3,0,0,1
0,6,0,3,640,139,60.0,0,11,3,5,2015,1,1,80,6,0,0,1
2,10,1,2,1066,324,1095.0,1,11,2,11,2014,1,1,159,27,0,1,0
3,16,1,2,696,36,3285.0,1,15,1,6,2014,1,1,98,2,0,1,0
0,16,1,3,450,5,730.0,1,17,1,1,2016,0,1,61,2,0,0,0
3,16,1,3,559,326,365.0,1,11,3,12,2013,1,1,70,27,0,0,0
4,12,1,0,617,36,60.0,1,11,7,6,2014,1,1,75,2,1,0,1
3,16,1,2,45,318,365.0,1,12,6,1,2015,1,1,10,27,0,1,0
0,16,0,3,640,139,365.0,1,17,1,11,2015,0,1,80,6,0,0,0
4,12,1,1,712,25,730.0,1,14,6,1,2014,1,0,98,2,1,1,0
4,12,0,0,640,104,1.0,0,16,5,3,2014,0,1,80,4,1,0,1
0,16,0,3,637,104,60.0,1,19,5,7,2014,0,1,79,4,0,0,1
4,14,0,1,640,216,730.0,0,9,6,6,2015,2,1,80,16,1,1,0
0,16,1,2,847,88,1095.0,1,11,2,11,2015,1,1,124,4,0,1,0
3,16,1,2,55,86,365.0,1,17,1,7,2015,0,1,12,3,0,1,0
3,16,1,0,518,5,3650.0,1,16,3,6,2014,0,1,65,2,1,0,0
0,16,1,2,559,226,180.0,1,18,2,7,2015,0,1,70,18,0,1,1
1,7,0,1,640,167,30.0,1,18,5,10,2015,0,1,80,8,1,1,1
0,16,0,3,945,146,365.0,1,15,4,4,2014,1,1,132,6,0,0,0
0,16,1,3,407,130,1095.0,1,17,5,5,2014,0,1,57,4,0,0,0
3,16,1,3,1364,286,3285.0,1,16,2,12,2014,0,0,219,23,0,0,0
3,16,1,0,1066,274,1095.0,1,11,2,1,2016,1,1,159,23,1,0,0
0,16,1,3,559,250,60.0,0,18,6,6,2014,0,1,70,18,0,0,1
4,12,1,0,585,128,300.0,0,12,5,10,2013,1,0,70,4,1,0,1
4,12,1,4,307,318,180.0,1,0,6,6,2015,3,1,42,27,2,2,1
0,16,1,2,979,268,1095.0,1,17,4,2,2015,0,0,137,22,0,1,0
4,12,1,2,365,88,730.0,0,13,4,5,2014,1,1,52,4,0,1,0
0,16,1,3,857,358,365.0,1,15,7,12,2015,1,0,124,28,0,0,0
4,12,1,2,890,289,330.0,1,16,1,12,2015,0,0,124,23,0,1,1
4,12,0,4,640,86,14.0,0,17,1,6,2015,0,1,80,3,2,2,1
0,16,1,3,73,320,4015.0,1,13,1,9,2015,1,0,15,27,0,0,0
0,16,1,2,74,307,60.0,0,17,6,4,2015,0,1,15,26,0,1,1
4,12,1,3,992,204,365.0,1,15,3,11,2014,1,0,137,12,0,0,0
4,12,1,2,1202,36,365.0,1,17,7,5,2015,0,0,173,2,0,1,0
0,6,1,3,1105,89,180.0,1,10,5,1,2015,2,1,161,4,0,0,1
0,16,0,3,640,104,90.0,1,7,1,7,2014,2,1,80,4,0,0,1
2,15,1,3,249,307,4745.0,1,13,2,7,2015,1,1,39,26,0,0,0
4,14,0,1,640,5,730.0,0,18,3,11,2014,0,1,80,2,1,1,0
0,16,1,2,1105,289,120.0,0,19,6,8,2015,0,1,161,23,0,1,1
3,16,1,1,1066,38,730.0,1,19,5,6,2015,0,1,159,2,1,1,0
0,6,1,3,1066,98,365.0,1,16,2,8,2015,0,1,159,4,0,0,0
4,14,0,3,640,104,365.0,0,19,3,12,2015,0,1,80,4,0,0,0
3,16,1,0,1365,252,365.0,1,11,7,7,2015,1,1,219,20,1,0,0
4,12,1,2,962,166,120.0,0,16,1,9,2014,0,1,136,8,0,1,1
4,14,0,0,1168,297,120.0,0,9,7,8,2014,2,1,169,25,1,0,1
3,16,0,3,1272,262,2555.0,1,13,2,5,2014,1,0,189,21,0,0,0
3,16,1,3,980,263,3285.0,1,12,1,4,2014,1,1,137,22,0,0,0
0,6,1,3,1066,342,730.0,1,9,3,2,2016,2,1,159,27,0,0,0
4,12,1,2,701,238,90.0,1,16,1,3,2014,0,0,98,18,0,1,1
3,16,1,3,1221,130,3650.0,1,19,7,11,2014,0,1,181,4,0,0,0
4,12,0,3,640,291,1095.0,1,12,3,9,2015,1,1,80,24,0,0,0
3,16,0,2,640,265,365.0,1,10,4,12,2013,2,1,80,22,0,1,0
4,12,1,2,696,25,30.0,0,13,3,6,2014,1,1,98,2,0,1,1
0,6,0,0,640,38,30.0,1,19,6,5,2014,0,1,80,2,1,0,1
0,16,1,3,1158,38,730.0,1,17,2,7,2014,0,1,168,2,0,0,0
0,16,1,2,1365,277,730.0,1,12,6,8,2015,1,1,219,23,0,1,0
0,16,1,2,27,38,730.0,1,13,1,7,2014,1,1,7,2,0,1,0
4,12,0,3,637,296,150.0,1,13,6,9,2015,1,1,79,25,0,0,1
4,12,1,2,865,289,210.0,1,13,1,1,2015,1,0,124,23,0,1,1
0,16,1,2,696,252,60.0,0,18,5,4,2014,0,1,98,20,0,1,1
0,16,1,2,125,56,240.0,1,17,7,2,2014,0,1,17,3,0,1,1
0,16,1,3,351,250,1825.0,1,17,2,11,2014,0,1,47,18,0,0,0
3,16,1,0,167,307,180.0,1,15,6,10,2013,1,1,22,26,1,0,1
4,14,0,3,637,216,365.0,0,18,6,1,2016,0,1,79,16,0,0,0
3,16,1,0,1066,86,14.0,0,11,7,12,2014,1,1,159,3,1,0,1
4,12,1,0,1066,38,30.0,0,15,2,12,2013,1,1,159,2,1,0,1
4,12,1,3,695,114,365.0,1,12,5,12,2013,1,0,98,4,0,0,0
0,16,1,2,450,165,1460.0,0,17,4,9,2014,0,1,61,7,0,1,0
0,16,0,3,640,5,365.0,1,15,4,9,2015,1,1,80,2,0,0,0
0,16,1,3,847,5,90.0,1,12,2,12,2013,1,1,124,2,0,0,1
0,16,0,2,640,104,60.0,1,16,7,9,2015,0,1,80,4,0,1,1
4,12,1,0,1066,38,90.0,1,11,5,8,2014,1,1,159,2,1,0,1
3,16,1,3,730,210,2190.0,1,12,5,10,2014,1,1,99,14,0,0,0
3,16,1,2,1214,5,150.0,1,18,2,7,2015,0,1,178,2,0,1,1
0,16,1,3,980,204,60.0,1,12,6,3,2014,1,1,137,12,0,0,1
3,16,1,3,249,5,2920.0,1,11,4,11,2013,1,1,39,2,0,0,0
0,16,1,3,450,289,365.0,1,17,1,5,2015,0,1,61,23,0,0,0
3,16,1,2,182,165,365.0,1,15,1,2,2016,1,0,22,7,0,1,0
0,16,0,2,640,168,90.0,1,19,7,7,2015,0,1,80,8,0,1,1
0,16,1,3,74,25,730.0,1,17,7,11,2015,0,1,15,2,0,0,0
4,12,0,0,640,216,14.0,0,14,3,4,2015,1,1,80,16,1,0,1
0,16,1,3,249,38,365.0,1,18,3,7,2014,0,1,39,2,0,0,0
4,12,0,0,640,296,14.0,0,18,5,7,2015,0,1,80,25,1,0,1
0,16,0,2,636,216,210.0,1,14,2,9,2015,1,0,79,16,0,1,1
0,16,1,3,74,227,60.0,0,18,2,1,2014,0,1,15,18,0,0,1
4,12,0,3,640,320,60.0,1,15,6,10,2014,1,1,80,27,0,0,1
4,12,1,3,214,274,365.0,1,15,3,8,2015,1,1,33,23,0,0,0
0,16,1,2,459,130,730.0,1,12,2,3,2014,1,0,61,4,0,1,0
0,16,1,2,1066,98,1095.0,1,14,6,4,2014,1,1,159,4,0,1,0
0,6,1,3,847,5,240.0,1,18,2,12,2014,0,1,124,2,0,0,1
3,16,1,2,847,364,1825.0,1,16,6,6,2014,0,1,124,28,0,1,0
0,16,1,2,268,353,365.0,1,18,4,9,2014,0,0,39,27,0,1,0
4,12,1,2,479,84,365.0,0,17,1,12,2013,0,0,61,3,0,1,0
0,16,1,2,862,38,365.0,1,16,7,10,2013,0,0,124,2,0,1,0
0,16,1,3,847,38,60.0,0,0,4,4,2015,3,1,124,2,0,0,1
0,16,1,2,74,70,365.0,1,18,1,12,2013,0,1,15,3,0,1,0
0,6,0,3,640,295,90.0,0,12,6,10,2014,1,1,80,24,0,0,1
3,16,1,3,737,226,2555.0,1,19,2,6,2014,0,1,102,18,0,0,0
4,12,0,3,640,139,365.0,1,13,6,1,2016,1,1,80,6,0,0,0
0,16,1,2,1291,86,730.0,1,17,4,7,2015,0,1,196,3,0,1,0
3,16,1,3,1170,353,3285.0,1,12,6,4,2015,1,1,170,27,0,0,0
4,12,1,3,1066,329,1825.0,1,15,5,7,2015,1,1,159,27,0,0,0
0,16,1,3,249,38,365.0,1,15,6,7,2015,1,1,39,2,0,0,0
4,14,0,4,640,111,365.0,0,9,4,8,2015,2,1,80,4,2,2,0
3,16,1,2,810,329,730.0,1,17,4,4,2014,0,0,117,27,0,1,0
0,16,1,3,698,252,365.0,1,17,3,10,2015,0,0,98,20,0,0,0
4,12,1,0,1066,353,120.0,0,14,4,2,2014,1,1,159,27,1,0,1
0,16,1,3,764,318,60.0,1,18,5,4,2014,0,1,104,27,0,0,1
0,16,0,2,632,63,90.0,1,17,7,8,2015,0,1,78,3,0,1,1
0,6,1,3,125,130,365.0,1,13,1,2,2014,1,1,17,4,0,0,0
0,6,1,3,156,130,90.0,1,13,3,4,2014,1,1,21,4,0,0,1
4,12,0,4,640,111,21.0,0,17,1,6,2015,0,1,80,4,2,2,1
4,12,1,1,811,329,2920.0,1,11,4,12,2013,1,1,117,27,1,1,0
4,12,0,0,640,5,60.0,1,17,3,12,2013,0,1,80,2,1,0,1
4,12,1,1,125,88,28.0,0,13,6,6,2015,1,1,17,4,1,1,1
2,10,0,1,640,111,30.0,0,14,2,5,2015,1,1,80,4,1,1,1
0,16,1,3,602,130,365.0,1,18,2,2,2016,0,0,70,4,0,0,0
4,12,0,1,640,216,21.0,0,10,6,6,2015,2,1,80,16,1,1,1
3,16,1,2,847,358,2920.0,1,17,4,9,2015,0,1,124,28,0,1,0
4,12,1,1,1319,353,60.0,0,0,1,12,2015,3,1,205,27,1,1,1
0,16,1,2,847,38,365.0,1,17,4,5,2014,0,1,124,2,0,1,0
4,12,0,1,640,104,3.0,1,13,6,7,2015,1,1,80,4,1,1,1
3,16,1,1,450,130,90.0,0,19,3,11,2013,0,1,61,4,1,1,1
0,6,0,3,640,104,3650.0,1,13,6,11,2013,1,1,80,4,0,0,0
2,0,1,1,1101,320,730.0,1,12,4,12,2013,1,0,159,27,1,1,0
0,16,0,2,637,168,60.0,1,19,2,10,2015,0,1,79,8,0,1,1
2,15,0,2,640,38,1825.0,0,19,3,3,2015,0,1,80,2,0,1,0
4,12,0,3,640,306,60.0,1,16,2,12,2013,0,1,80,25,0,0,1
4,12,1,0,847,130,60.0,0,11,1,5,2014,1,1,124,4,1,0,1
4,12,0,0,640,104,21.0,0,10,2,12,2014,2,1,80,4,1,0,1
3,16,1,3,156,307,3650.0,1,19,3,10,2015,0,1,21,26,0,0,0
0,16,0,3,632,296,60.0,1,19,4,12,2015,0,1,78,25,0,0,1
0,16,1,2,1177,36,150.0,0,17,5,8,2014,0,0,170,2,0,1,1
0,6,1,3,403,338,1460.0,1,8,3,8,2015,2,0,56,27,0,0,0
0,16,1,3,450,88,365.0,0,17,7,3,2015,0,1,61,4,0,0,0
4,12,1,3,1066,98,730.0,1,16,6,11,2013,0,1,159,4,0,0,0
0,16,0,3,640,265,60.0,1,17,6,1,2015,0,1,80,22,0,0,1
4,12,1,1,450,289,730.0,0,17,6,5,2014,0,1,61,23,1,1,0
0,6,1,2,125,353,60.0,1,16,6,12,2013,0,1,17,27,0,1,1
4,12,0,0,640,63,21.0,0,12,7,6,2015,1,1,80,3,1,0,1
2,0,1,2,1197,36,1095.0,1,14,7,10,2015,1,1,173,2,0,1,0
0,16,0,2,640,104,60.0,0,16,5,7,2015,0,1,80,4,0,1,1
0,16,0,3,640,41,30.0,1,20,5,7,2014,3,1,80,3,0,0,1
0,6,1,2,369,204,365.0,1,16,5,5,2015,0,0,52,12,0,1,0
3,16,1,2,600,130,3650.0,1,15,1,7,2015,1,0,70,4,0,1,0
0,16,1,3,167,130,60.0,1,19,7,5,2014,0,1,22,4,0,0,1
3,16,1,2,1233,88,2920.0,1,14,3,4,2014,1,0,182,4,0,1,0
0,16,1,3,105,89,730.0,1,18,2,10,2015,0,0,15,4,0,0,0
4,12,1,3,1313,194,365.0,1,12,2,9,2015,1,1,202,12,0,0,0
4,12,0,4,640,104,7.0,0,19,2,7,2014,0,1,80,4,2,2,1
0,16,1,2,1235,163,240.0,1,11,3,2,2015,1,0,183,7,0,1,1
3,16,1,2,16,169,1095.0,1,12,1,1,2016,1,1,5,8,0,1,0
3,16,1,2,450,88,4380.0,1,11,5,3,2014,1,1,61,4,0,1,0
4,12,0,0,640,296,1095.0,1,12,4,6,2015,1,1,80,25,1,0,0
4,12,0,1,640,220,730.0,1,14,1,2,2016,1,1,80,16,1,1,0
3,16,1,3,450,5,730.0,1,15,6,1,2015,1,1,61,2,0,0,0
0,16,1,3,847,38,60.0,0,17,4,5,2015,0,1,124,2,0,0,1
4,12,0,4,637,5,7.0,0,15,1,10,2013,1,1,79,2,2,2,1
0,16,1,2,450,5,30.0,0,0,6,6,2015,3,1,61,2,0,1,1
0,16,1,2,811,354,1460.0,1,18,4,12,2013,0,1,117,27,0,1,0
0,16,0,3,640,291,60.0,1,18,6,11,2015,0,1,80,24,0,0,1
2,15,0,0,632,139,180.0,0,11,6,3,2015,1,1,78,6,1,0,1
4,14,0,4,640,5,365.0,0,9,3,5,2015,2,1,80,2,2,2,0
0,6,0,1,640,41,90.0,1,16,4,12,2015,0,1,80,3,1,1,1
0,16,0,0,640,296,60.0,1,18,3,5,2015,0,1,80,25,1,0,1
3,16,1,3,1255,252,270.0,1,16,4,7,2015,0,1,185,20,0,0,1
4,12,0,2,640,5,1095.0,1,15,1,11,2013,1,1,80,2,0,1,0
4,12,0,0,640,5,30.0,1,15,2,9,2015,1,1,80,2,1,0,1
4,14,0,0,640,104,150.0,0,9,1,9,2014,2,1,80,4,1,0,1
4,12,1,3,101,289,90.0,1,11,5,6,2014,1,0,15,23,0,0,1
0,16,1,2,696,25,2555.0,1,18,5,8,2014,0,1,98,2,0,1,0
4,12,0,2,640,5,730.0,1,12,6,7,2015,1,1,80,2,0,1,0
3,16,1,1,1196,25,270.0,1,13,7,11,2015,1,0,173,2,1,1,1
0,16,0,2,640,111,60.0,0,12,1,10,2015,1,1,80,4,0,1,1
3,16,1,3,783,307,365.0,1,17,3,3,2014,0,0,106,26,0,0,0
0,16,1,3,1348,98,150.0,1,18,1,9,2014,0,0,216,4,0,0,1
3,16,1,3,893,38,2190.0,1,17,3,7,2014,0,0,124,2,0,0,0
4,12,1,1,490,114,30.0,1,17,2,11,2014,0,0,61,4,1,1,1
0,16,1,3,1313,194,1095.0,1,17,1,9,2014,0,1,202,12,0,0,0
4,14,0,1,640,167,120.0,0,9,4,11,2014,2,1,80,8,1,1,1
0,6,1,3,847,38,3285.0,1,10,4,8,2014,2,1,124,2,0,0,0
0,16,1,3,559,164,2190.0,1,19,1,3,2014,0,1,70,7,0,0,0
0,6,1,3,811,307,730.0,1,16,7,1,2016,0,1,117,26,0,0,0
4,12,0,4,640,104,14.0,0,19,1,9,2014,0,1,80,4,2,2,1
3,16,0,2,640,5,1095.0,1,13,2,3,2014,1,1,80,2,0,1,0
4,12,1,0,112,36,120.0,1,11,1,7,2014,1,1,16,2,1,0,1
2,0,1,2,1066,38,1460.0,1,14,3,3,2014,1,1,159,2,0,1,0
0,16,1,3,593,36,60.0,0,17,7,1,2014,0,0,70,2,0,0,1
4,12,1,0,1066,226,30.0,0,13,1,8,2014,1,1,159,18,1,0,1
0,16,1,3,742,192,730.0,1,13,5,10,2013,1,0,102,11,0,0,0
0,6,0,1,945,111,120.0,1,13,1,12,2014,1,1,132,4,1,1,1
0,16,1,2,199,274,365.0,1,16,2,1,2016,0,1,26,23,0,1,0
4,12,1,3,763,318,365.0,0,16,1,7,2015,0,0,104,27,0,0,0
4,12,0,3,640,5,180.0,1,14,1,1,2015,1,1,80,2,0,0,1
4,12,0,0,640,111,90.0,0,11,3,7,2014,1,1,80,4,1,0,1
3,16,1,2,866,358,730.0,1,17,4,4,2014,0,0,124,28,0,1,0
2,15,0,0,632,296,365.0,0,9,5,4,2014,2,1,78,25,1,0,0
4,12,0,3,640,296,1825.0,1,13,4,10,2015,1,1,80,25,0,0,0
4,14,0,0,640,104,90.0,0,9,3,9,2014,2,1,80,4,1,0,1
0,16,0,3,640,296,60.0,0,17,1,10,2014,0,1,80,25,0,0,1
0,16,1,1,890,38,365.0,1,14,4,11,2015,1,0,124,2,1,1,0
4,12,1,3,74,320,2190.0,1,18,3,4,2015,0,1,15,27,0,0,0
4,12,1,0,696,114,30.0,0,18,2,9,2015,0,1,98,4,1,0,1
0,16,1,0,696,36,60.0,1,12,3,12,2013,1,1,98,2,1,0,1
0,16,0,3,632,139,730.0,1,18,7,9,2015,0,1,78,6,0,0,0
3,16,1,3,847,289,365.0,1,14,4,7,2014,1,1,124,23,0,0,0
4,12,0,2,640,111,3650.0,1,14,2,8,2014,1,1,80,4,0,1,0
4,12,0,1,637,104,21.0,0,15,3,7,2014,1,1,79,4,1,1,1
0,16,1,3,696,130,730.0,1,18,7,10,2014,0,1,98,4,0,0,0
4,12,1,3,538,130,1095.0,1,14,1,1,2014,1,1,67,4,0,0,0
4,12,0,2,640,111,365.0,1,14,2,12,2015,1,1,80,4,0,1,0
4,12,1,3,847,5,3650.0,1,11,7,11,2014,1,1,124,2,0,0,0
0,16,1,3,1066,165,365.0,1,17,6,11,2014,0,1,159,7,0,0,0
4,12,1,3,1364,269,365.0,1,17,4,1,2015,0,0,219,22,0,0,0
0,16,0,2,640,5,120.0,1,13,3,12,2015,1,1,80,2,0,1,1
0,16,1,3,16,171,730.0,1,18,1,4,2014,0,1,5,8,0,0,0
2,15,1,3,890,38,2920.0,0,17,3,5,2014,0,0,124,2,0,0,0
4,12,1,0,847,38,210.0,1,18,6,12,2013,0,1,124,2,1,0,1
0,6,1,3,74,320,1460.0,1,12,5,8,2015,1,1,15,27,0,0,0
4,12,0,1,640,104,2.0,0,16,6,9,2015,0,1,80,4,1,1,1
0,16,1,3,865,130,365.0,1,17,4,5,2014,0,0,124,4,0,0,0
4,12,0,4,640,104,21.0,0,18,4,6,2015,0,1,80,4,2,2,1
0,6,0,3,922,104,4380.0,1,7,3,12,2014,2,1,129,4,0,0,0
0,16,1,2,956,163,365.0,1,15,4,8,2015,1,1,135,7,0,1,0
0,16,1,2,74,24,180.0,1,17,6,8,2014,0,1,15,2,0,1,1
0,16,1,3,811,131,365.0,1,17,1,4,2014,0,1,117,5,0,0,0
0,16,1,3,847,38,60.0,0,17,3,12,2014,0,1,124,2,0,0,1
4,12,1,0,847,5,60.0,0,11,4,1,2016,1,1,124,2,1,0,1
3,16,1,3,74,38,2190.0,1,18,1,2,2016,0,1,15,2,0,0,0
3,16,1,2,847,5,270.0,1,17,5,1,2014,0,1,124,2,0,1,1
3,16,1,1,1197,274,4015.0,1,16,3,3,2015,0,1,173,23,1,1,0
0,16,1,2,1291,336,1095.0,1,16,6,12,2015,0,1,196,27,0,1,0
0,16,1,3,559,103,150.0,1,19,7,11,2015,0,1,70,4,0,0,1
4,12,0,3,640,104,60.0,0,14,3,7,2014,1,1,80,4,0,0,1
3,16,0,2,640,220,365.0,1,18,1,12,2014,0,1,80,16,0,1,0
0,6,0,3,640,324,60.0,1,17,1,1,2015,0,1,80,27,0,0,1
0,16,0,3,640,104,60.0,1,15,7,11,2014,1,1,80,4,0,0,1
0,16,1,2,1313,38,365.0,0,17,5,1,2014,0,1,202,2,0,1,0
